Day,Group,Exercise,Minutes,Calories Burned
2026-03-16,Uncategorized,General Walking,37.0,-167.63
2026-03-17,Uncategorized,Resistance Training,35.0,-103.49
2026-03-18,Uncategorized,General Walking,34.0,-154.04
2026-03-19,Uncategorized,Resistance Training,35.0,-103.49
2026-03-20,Uncategorized,General Walking,31.0,-140.45
2026-03-24,Uncategorized,Resistance Training,35.0,-103.49
2026-03-24,Uncategorized,General Walking,21.0,-95.14
2026-03-25,Uncategorized,General Walking,29.0,-131.39
2026-03-27,Uncategorized,Resistance Training,35.0,-103.49
2026-03-28,Uncategorized,General Walking,47.0,-212.94
2026-03-29,Uncategorized,General Walking,33.0,-149.51
2026-03-31,Uncategorized,Resistance Training,35.0,-103.49
2026-04-02,Uncategorized,Resistance Training,35.0,-103.49
2026-04-05,Uncategorized,General Walking,32.0,-144.98
2026-04-06,Uncategorized,Resistance Training,35.0,-103.49
2026-04-07,Uncategorized,General Walking,35.0,-158.57
2026-04-08,Uncategorized,Resistance Training,35.0,-103.49
2026-04-08,Uncategorized,General Walking,33.0,-149.51
2026-04-09,Uncategorized,Resistance Training,35.0,-103.49
2026-04-11,Uncategorized,Resistance Training,35.0,-103.49
2026-04-12,Uncategorized,General Walking,90.0,-405.04
2026-04-13,Uncategorized,Resistance Training,35.0,-103.49
2026-04-13,Uncategorized,General Walking,24.0,-108.01
2026-04-15,Uncategorized,Resistance Training,35.0,-103.49
2026-04-15,Uncategorized,General Walking,24.0,-108.01
2026-04-18,Uncategorized,Resistance Training,35.0,-103.49
2026-04-19,Uncategorized,General Walking,57.0,-256.53
2026-04-20,Uncategorized,General Walking,34.0,-153.02
2026-04-21,Uncategorized,Resistance Training,35.0,-103.49
2026-04-22,Uncategorized,General Walking,31.0,-139.89
2026-04-23,Uncategorized,Resistance Training,35.0,-103.49
2026-04-26,Uncategorized,Resistance Training,35.0,-103.49
